dish_name,sig_score,band,evidence_confidence,coverage_confidence,owner,method,version,status
Stuffed Capsicum,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Chicken Changezi,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Mix Veg,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Chicken Soup,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Chikki (Peanut),0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Dabeli,0.20,utility,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Onion Dosa,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Ghee Roast Dosa,0.60,very_common,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Mysore Masala Dosa,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Dal Pakwan,0.60,very_common,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Rava Upma,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Idiyappam,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Kerala Egg Roast,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Thoran (Cabbage),0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Meen Pollichathu,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Manga Curry,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Vazhakka Bajji,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Vengaya Sambar,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Bombay Sandwich,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Kolkata Biryani,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Chingri Bhaja,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Posto Bora,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Dhokar Dalna,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Chanar Dalna,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Jhalmuri,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Payesh,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Telebhaja Platter,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Aamti (Kokum),0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Pithla,0.75,regional_hero,Medium,High,"AI-researched (Claude Sonnet 5, WP-21)","AI-assigned via established Indian food-culture knowledge (not live-cited web sources) per Founder direction that per-dish Founder review isn't feasible at this volume; recommend a spot-check, not a full re-review",KB0.2,AI_RESEARCHED
Matki Usal,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Aamras,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Chakli,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Sabudana Vada,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Kolhapuri Misal,0.60,very_common,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Daulat Ki Chaat,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Khichu (Papdi No Lot),0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Lilva Kachori,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Dudhi Halwa,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Chicken Korma,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Egg Fried Rice,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Ghevar,0.60,very_common,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Kathi Kebab Wrap,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Gongura Pachadi,0.60,very_common,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Mutton Nihari,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Sheermal with Nihari,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Gujarati Dal,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Biryani Rice (Plain),0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Hot and Sour Soup,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Hyderabadi Kheer,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Kheer,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Ras Malai,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Sohan Halwa,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Kulfi (Malai),0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Hyderabadi Haleem,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Hyderabadi Keema Samosa,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Hyderabadi Khichdi,0.60,very_common,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Aloo Chaat,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Papdi Chaat,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Imarti,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Crispy Corn,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Veg Manchow Soup,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Chicken Lollipop,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Chilli Fish,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Chicken 65,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Tahiri,0.75,regional_hero,Medium,High,"AI-researched (Claude Sonnet 5, WP-21)","AI-assigned via established Indian food-culture knowledge (not live-cited web sources) per Founder direction that per-dish Founder review isn't feasible at this volume; recommend a spot-check, not a full re-review",KB0.2,AI_RESEARCHED
Khichdi,1.0,national_icon,Medium,High,"AI-researched (Claude Sonnet 5, WP-21)","AI-assigned via established Indian food-culture knowledge (not live-cited web sources) per Founder direction that per-dish Founder review isn't feasible at this volume; recommend a spot-check, not a full re-review",KB0.2,AI_RESEARCHED
Puri,0.75,regional_hero,Medium,High,"AI-researched (Claude Sonnet 5, WP-21)","AI-assigned via established Indian food-culture knowledge (not live-cited web sources) per Founder direction that per-dish Founder review isn't feasible at this volume; recommend a spot-check, not a full re-review",KB0.2,AI_RESEARCHED
Aloo Puri,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Baati Chokha,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Goan Sausage Pulao,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Chicken Xacuti,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Fried Bombil,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Ambot Tik,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Feni Spiked Cashew Curry,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Kachhi Haldi Ki Sabzi,0.60,very_common,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Makhaniya Lassi,0.60,very_common,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Methi Bajra Puri,0.60,very_common,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Jonna Rotte,0.60,very_common,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Nadru Yakhni,0.60,very_common,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Goshtaba,0.60,very_common,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Kashmiri Pulao,0.60,very_common,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Pepper Chicken,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Kozhi Varuval,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Thayir Vadai,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Vendakkai Poriyal,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Paruppu Rasam,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Keerai Masiyal,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Mor Kuzhambu,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Bisi Bele Bath Mix Veg,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Kerala Chicken Curry,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Pazhampori,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Egg Podimas,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Aloo Dum (Bengali),0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Macher Matha Diye Moong Dal,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Chhanar Jilipi,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Tok Dal,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Chingri Cutlet,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Masala Bhaat,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Kadhai Chicken,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Thalipeeth (Multi-grain),0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Kolambi Bhaat,0.60,very_common,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Solkadhi,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Kadhai Paneer,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Patra Ni Machhi,0.60,very_common,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Salli Boti,0.60,very_common,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Akuri,0.60,very_common,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Butter Naan,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Stuffed Naan (Paneer),0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Chicken Malai Tikka,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Tandoori Paneer Tikka,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Chana Chaat,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Shahi Tukda,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Aloo Chhole,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Paneer Bhurji,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Tandoori Roti,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Hyderabadi Mirchi Bajji,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Andhra Prawn Fry,0.60,very_common,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Pesarattu Upma,0.60,very_common,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Bobbatlu,0.60,very_common,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Pachi Pulusu,0.60,very_common,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Laccha Paratha,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Mag Ni Dal,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Veg Club Sandwich,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Malai Kofta,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Masala Omelette,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Boiled Egg,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Chai,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Kadai Paneer,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Chaas,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Hyderabadi Biryani (Veg),0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Pasta Carbonara,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Gnocchi in Tomato Sauce,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Ravioli (Spinach Ricotta),0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Arancini,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Frittata,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Cannoli,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Gelato,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Panini (Grilled Veg),0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Fettuccine Alfredo,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Cacio e Pepe,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Pasta Pomodoro,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Panzanella,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Spaghetti Bolognese,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Italian Meatballs,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Chicken Parmesan,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Tortellini Soup,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Panini (Chicken),0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Insalata Mista,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Minestrone Soup,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Focaccia,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Ciabatta,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Caprese Salad,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Affogato,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Tiramisu,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Marinara Breadsticks,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Cream of Tomato Soup,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Broccoli Soup,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
French Onion Soup,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Corn Chowder,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Greek Salad,0.40,common,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Coleslaw,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Garden Salad,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Pasta Salad,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Mashed Potatoes,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Mac and Cheese,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Nachos with Salsa,0.40,common,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Chicken Steak,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Fish and Chips,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Lamb Chops,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Chicken Nuggets,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
Potato Wedges,0.75,regional_hero,Low,High,Auto-derived,catalogue heuristic (v1) - see generate_sig_scores_v1.py header for rule,KB0.2,AUTO_DRAFT
