origin_state_ut,destination_group_code,destination_group_name,home_state_signature_weight,current_city_lifestyle_weight,national_modern_weight,overlay_meal_classes,planning_rule
Odisha,BENGALURU_HYD_CHENNAI,Bengaluru/Hyderabad/Chennai,0.55,0.3,0.15,BF_FERMENTED_CREPE_PAN|BF_STEAMED_FERMENTED_LIGHT|LD_SOUTH_SAMBAR_RASAM|LD_CHICKEN_BIRYANI_PULAO|LD_MODERN_SALAD_BOWL,"Add idli/dosa, rice meals, biryani where nonveg, tech-city health/delivery."
Odisha,KOLKATA_EAST,Kolkata/East metro,0.55,0.3,0.15,LD_BENGALI_VEG_DAL_BHAAT|LD_BENGALI_FISH_MEAL|SN_SWEET_REGIONAL|SN_STREET_CHAAT|BF_POHA_CHIVDA_LIGHT,"Add dal-bhaat-bhaja, fish if nonveg, sweets and chaats."
Odisha,AHMEDABAD_SURAT,Ahmedabad/Surat/Vadodara,0.55,0.3,0.15,BF_JAIN_BREAKFAST|LD_GUJARATI_THALI|LD_JAIN_NO_ROOT_MAIN|SN_STEAMED_SNACK|SN_NAMKEEN_CHIVDA,Add Gujarati/Jain/veg snack-heavy pattern; nonveg not assumed unless explicit.
Odisha,GOA_COASTAL,Goa/Kochi/Mangalore/coastal city,0.55,0.3,0.15,LD_FISH_CURRY_RICE|LD_COCONUT_VEG_STEW|LD_PRAWN_CRAB_COASTAL|BF_FERMENTED_CREPE_PAN|SN_NONVEG_SNACK,Add rice-fish/coastal coconut if nonveg; veg users get coconut stew/curd rice.
Odisha,PAN_INDIA_PG_HOSTEL,PG/hostel/corporate relocation,0.45,0.25,0.3,BF_BREAD_MODERN_FAST|LD_ONE_POT_PRESSURE|LD_OUTSIDE_DELIVERY_INDIAN|SN_MOMO_NOODLES_SNACK|DN_ONE_POT_DINNER,Higher outside/one-pot/bread/noodles; ask kitchen access before recipes.
Punjab,HOME_STATE_TIER1,Home-state major city,0.7,0.2,0.1,BF_BREAD_MODERN_FAST|LD_MODERN_SALAD_BOWL|LD_OUTSIDE_DELIVERY_INDIAN|SN_BAKERY_CAFE,Use state signature with more delivery/modern breakfast.
Punjab,HOME_STATE_TIER2,Home-state tier 2 city,0.8,0.15,0.05,BF_POHA_CHIVDA_LIGHT|LD_DAL_ROTI_SABZI|SN_TEA_BISCUIT_RUSK|DN_LIGHT_ROTI_SABZI,Use state signature strongly; lower delivery and more home food.
Punjab,MUMBAI_PUNE,Mumbai/Pune/Thane/Navi Mumbai,0.55,0.3,0.15,BF_POHA_CHIVDA_LIGHT|LD_MAHARASHTRIAN_PITLA_BHAKRI|LD_MODERN_SALAD_BOWL|SN_STREET_CHAAT|DN_LIGHT_ROTI_SABZI,"Add poha, chaat/vada-pav, office lunch, health bowl; keep home-state dinner 3-4 days."
Punjab,DELHI_NCR,Delhi NCR/Gurugram/Noida,0.55,0.3,0.15,BF_STUFFED_FLATBREAD|LD_RAJMA_CHOLE_LEGUME|LD_PANEER_RICH_GRAVY|LD_TANDOORI_GRILL_NONVEG|SN_STREET_CHAAT,Add paratha/chole/rajma/tandoori/delivery and North-style office eating.
Punjab,BENGALURU_HYD_CHENNAI,Bengaluru/Hyderabad/Chennai,0.55,0.3,0.15,BF_FERMENTED_CREPE_PAN|BF_STEAMED_FERMENTED_LIGHT|LD_SOUTH_SAMBAR_RASAM|LD_CHICKEN_BIRYANI_PULAO|LD_MODERN_SALAD_BOWL,"Add idli/dosa, rice meals, biryani where nonveg, tech-city health/delivery."
Punjab,KOLKATA_EAST,Kolkata/East metro,0.55,0.3,0.15,LD_BENGALI_VEG_DAL_BHAAT|LD_BENGALI_FISH_MEAL|SN_SWEET_REGIONAL|SN_STREET_CHAAT|BF_POHA_CHIVDA_LIGHT,"Add dal-bhaat-bhaja, fish if nonveg, sweets and chaats."
Punjab,AHMEDABAD_SURAT,Ahmedabad/Surat/Vadodara,0.55,0.3,0.15,BF_JAIN_BREAKFAST|LD_GUJARATI_THALI|LD_JAIN_NO_ROOT_MAIN|SN_STEAMED_SNACK|SN_NAMKEEN_CHIVDA,Add Gujarati/Jain/veg snack-heavy pattern; nonveg not assumed unless explicit.
Punjab,GOA_COASTAL,Goa/Kochi/Mangalore/coastal city,0.55,0.3,0.15,LD_FISH_CURRY_RICE|LD_COCONUT_VEG_STEW|LD_PRAWN_CRAB_COASTAL|BF_FERMENTED_CREPE_PAN|SN_NONVEG_SNACK,Add rice-fish/coastal coconut if nonveg; veg users get coconut stew/curd rice.
Punjab,PAN_INDIA_PG_HOSTEL,PG/hostel/corporate relocation,0.45,0.25,0.3,BF_BREAD_MODERN_FAST|LD_ONE_POT_PRESSURE|LD_OUTSIDE_DELIVERY_INDIAN|SN_MOMO_NOODLES_SNACK|DN_ONE_POT_DINNER,Higher outside/one-pot/bread/noodles; ask kitchen access before recipes.
Rajasthan,HOME_STATE_TIER1,Home-state major city,0.7,0.2,0.1,BF_BREAD_MODERN_FAST|LD_MODERN_SALAD_BOWL|LD_OUTSIDE_DELIVERY_INDIAN|SN_BAKERY_CAFE,Use state signature with more delivery/modern breakfast.
Rajasthan,HOME_STATE_TIER2,Home-state tier 2 city,0.8,0.15,0.05,BF_POHA_CHIVDA_LIGHT|LD_DAL_ROTI_SABZI|SN_TEA_BISCUIT_RUSK|DN_LIGHT_ROTI_SABZI,Use state signature strongly; lower delivery and more home food.
Rajasthan,MUMBAI_PUNE,Mumbai/Pune/Thane/Navi Mumbai,0.55,0.3,0.15,BF_POHA_CHIVDA_LIGHT|LD_MAHARASHTRIAN_PITLA_BHAKRI|LD_MODERN_SALAD_BOWL|SN_STREET_CHAAT|DN_LIGHT_ROTI_SABZI,"Add poha, chaat/vada-pav, office lunch, health bowl; keep home-state dinner 3-4 days."
Rajasthan,DELHI_NCR,Delhi NCR/Gurugram/Noida,0.55,0.3,0.15,BF_STUFFED_FLATBREAD|LD_RAJMA_CHOLE_LEGUME|LD_PANEER_RICH_GRAVY|LD_TANDOORI_GRILL_NONVEG|SN_STREET_CHAAT,Add paratha/chole/rajma/tandoori/delivery and North-style office eating.
Rajasthan,BENGALURU_HYD_CHENNAI,Bengaluru/Hyderabad/Chennai,0.55,0.3,0.15,BF_FERMENTED_CREPE_PAN|BF_STEAMED_FERMENTED_LIGHT|LD_SOUTH_SAMBAR_RASAM|LD_CHICKEN_BIRYANI_PULAO|LD_MODERN_SALAD_BOWL,"Add idli/dosa, rice meals, biryani where nonveg, tech-city health/delivery."
Rajasthan,KOLKATA_EAST,Kolkata/East metro,0.55,0.3,0.15,LD_BENGALI_VEG_DAL_BHAAT|LD_BENGALI_FISH_MEAL|SN_SWEET_REGIONAL|SN_STREET_CHAAT|BF_POHA_CHIVDA_LIGHT,"Add dal-bhaat-bhaja, fish if nonveg, sweets and chaats."
Rajasthan,AHMEDABAD_SURAT,Ahmedabad/Surat/Vadodara,0.55,0.3,0.15,BF_JAIN_BREAKFAST|LD_GUJARATI_THALI|LD_JAIN_NO_ROOT_MAIN|SN_STEAMED_SNACK|SN_NAMKEEN_CHIVDA,Add Gujarati/Jain/veg snack-heavy pattern; nonveg not assumed unless explicit.
Rajasthan,GOA_COASTAL,Goa/Kochi/Mangalore/coastal city,0.55,0.3,0.15,LD_FISH_CURRY_RICE|LD_COCONUT_VEG_STEW|LD_PRAWN_CRAB_COASTAL|BF_FERMENTED_CREPE_PAN|SN_NONVEG_SNACK,Add rice-fish/coastal coconut if nonveg; veg users get coconut stew/curd rice.
Rajasthan,PAN_INDIA_PG_HOSTEL,PG/hostel/corporate relocation,0.45,0.25,0.3,BF_BREAD_MODERN_FAST|LD_ONE_POT_PRESSURE|LD_OUTSIDE_DELIVERY_INDIAN|SN_MOMO_NOODLES_SNACK|DN_ONE_POT_DINNER,Higher outside/one-pot/bread/noodles; ask kitchen access before recipes.
Sikkim,HOME_STATE_TIER1,Home-state major city,0.7,0.2,0.1,BF_BREAD_MODERN_FAST|LD_MODERN_SALAD_BOWL|LD_OUTSIDE_DELIVERY_INDIAN|SN_BAKERY_CAFE,Use state signature with more delivery/modern breakfast.
Sikkim,HOME_STATE_TIER2,Home-state tier 2 city,0.8,0.15,0.05,BF_POHA_CHIVDA_LIGHT|LD_DAL_ROTI_SABZI|SN_TEA_BISCUIT_RUSK|DN_LIGHT_ROTI_SABZI,Use state signature strongly; lower delivery and more home food.
Sikkim,MUMBAI_PUNE,Mumbai/Pune/Thane/Navi Mumbai,0.55,0.3,0.15,BF_POHA_CHIVDA_LIGHT|LD_MAHARASHTRIAN_PITLA_BHAKRI|LD_MODERN_SALAD_BOWL|SN_STREET_CHAAT|DN_LIGHT_ROTI_SABZI,"Add poha, chaat/vada-pav, office lunch, health bowl; keep home-state dinner 3-4 days."
Sikkim,DELHI_NCR,Delhi NCR/Gurugram/Noida,0.55,0.3,0.15,BF_STUFFED_FLATBREAD|LD_RAJMA_CHOLE_LEGUME|LD_PANEER_RICH_GRAVY|LD_TANDOORI_GRILL_NONVEG|SN_STREET_CHAAT,Add paratha/chole/rajma/tandoori/delivery and North-style office eating.
Sikkim,BENGALURU_HYD_CHENNAI,Bengaluru/Hyderabad/Chennai,0.55,0.3,0.15,BF_FERMENTED_CREPE_PAN|BF_STEAMED_FERMENTED_LIGHT|LD_SOUTH_SAMBAR_RASAM|LD_CHICKEN_BIRYANI_PULAO|LD_MODERN_SALAD_BOWL,"Add idli/dosa, rice meals, biryani where nonveg, tech-city health/delivery."
Sikkim,KOLKATA_EAST,Kolkata/East metro,0.55,0.3,0.15,LD_BENGALI_VEG_DAL_BHAAT|LD_BENGALI_FISH_MEAL|SN_SWEET_REGIONAL|SN_STREET_CHAAT|BF_POHA_CHIVDA_LIGHT,"Add dal-bhaat-bhaja, fish if nonveg, sweets and chaats."
Sikkim,AHMEDABAD_SURAT,Ahmedabad/Surat/Vadodara,0.55,0.3,0.15,BF_JAIN_BREAKFAST|LD_GUJARATI_THALI|LD_JAIN_NO_ROOT_MAIN|SN_STEAMED_SNACK|SN_NAMKEEN_CHIVDA,Add Gujarati/Jain/veg snack-heavy pattern; nonveg not assumed unless explicit.
Sikkim,GOA_COASTAL,Goa/Kochi/Mangalore/coastal city,0.55,0.3,0.15,LD_FISH_CURRY_RICE|LD_COCONUT_VEG_STEW|LD_PRAWN_CRAB_COASTAL|BF_FERMENTED_CREPE_PAN|SN_NONVEG_SNACK,Add rice-fish/coastal coconut if nonveg; veg users get coconut stew/curd rice.
Sikkim,PAN_INDIA_PG_HOSTEL,PG/hostel/corporate relocation,0.45,0.25,0.3,BF_BREAD_MODERN_FAST|LD_ONE_POT_PRESSURE|LD_OUTSIDE_DELIVERY_INDIAN|SN_MOMO_NOODLES_SNACK|DN_ONE_POT_DINNER,Higher outside/one-pot/bread/noodles; ask kitchen access before recipes.
Tamil Nadu,HOME_STATE_TIER1,Home-state major city,0.7,0.2,0.1,BF_BREAD_MODERN_FAST|LD_MODERN_SALAD_BOWL|LD_OUTSIDE_DELIVERY_INDIAN|SN_BAKERY_CAFE,Use state signature with more delivery/modern breakfast.
Tamil Nadu,HOME_STATE_TIER2,Home-state tier 2 city,0.8,0.15,0.05,BF_POHA_CHIVDA_LIGHT|LD_DAL_ROTI_SABZI|SN_TEA_BISCUIT_RUSK|DN_LIGHT_ROTI_SABZI,Use state signature strongly; lower delivery and more home food.
Tamil Nadu,MUMBAI_PUNE,Mumbai/Pune/Thane/Navi Mumbai,0.55,0.3,0.15,BF_POHA_CHIVDA_LIGHT|LD_MAHARASHTRIAN_PITLA_BHAKRI|LD_MODERN_SALAD_BOWL|SN_STREET_CHAAT|DN_LIGHT_ROTI_SABZI,"Add poha, chaat/vada-pav, office lunch, health bowl; keep home-state dinner 3-4 days."
Tamil Nadu,DELHI_NCR,Delhi NCR/Gurugram/Noida,0.55,0.3,0.15,BF_STUFFED_FLATBREAD|LD_RAJMA_CHOLE_LEGUME|LD_PANEER_RICH_GRAVY|LD_TANDOORI_GRILL_NONVEG|SN_STREET_CHAAT,Add paratha/chole/rajma/tandoori/delivery and North-style office eating.
Tamil Nadu,BENGALURU_HYD_CHENNAI,Bengaluru/Hyderabad/Chennai,0.55,0.3,0.15,BF_FERMENTED_CREPE_PAN|BF_STEAMED_FERMENTED_LIGHT|LD_SOUTH_SAMBAR_RASAM|LD_CHICKEN_BIRYANI_PULAO|LD_MODERN_SALAD_BOWL,"Add idli/dosa, rice meals, biryani where nonveg, tech-city health/delivery."
Tamil Nadu,KOLKATA_EAST,Kolkata/East metro,0.55,0.3,0.15,LD_BENGALI_VEG_DAL_BHAAT|LD_BENGALI_FISH_MEAL|SN_SWEET_REGIONAL|SN_STREET_CHAAT|BF_POHA_CHIVDA_LIGHT,"Add dal-bhaat-bhaja, fish if nonveg, sweets and chaats."
Tamil Nadu,AHMEDABAD_SURAT,Ahmedabad/Surat/Vadodara,0.55,0.3,0.15,BF_JAIN_BREAKFAST|LD_GUJARATI_THALI|LD_JAIN_NO_ROOT_MAIN|SN_STEAMED_SNACK|SN_NAMKEEN_CHIVDA,Add Gujarati/Jain/veg snack-heavy pattern; nonveg not assumed unless explicit.
Tamil Nadu,GOA_COASTAL,Goa/Kochi/Mangalore/coastal city,0.55,0.3,0.15,LD_FISH_CURRY_RICE|LD_COCONUT_VEG_STEW|LD_PRAWN_CRAB_COASTAL|BF_FERMENTED_CREPE_PAN|SN_NONVEG_SNACK,Add rice-fish/coastal coconut if nonveg; veg users get coconut stew/curd rice.
Tamil Nadu,PAN_INDIA_PG_HOSTEL,PG/hostel/corporate relocation,0.45,0.25,0.3,BF_BREAD_MODERN_FAST|LD_ONE_POT_PRESSURE|LD_OUTSIDE_DELIVERY_INDIAN|SN_MOMO_NOODLES_SNACK|DN_ONE_POT_DINNER,Higher outside/one-pot/bread/noodles; ask kitchen access before recipes.
Telangana,HOME_STATE_TIER1,Home-state major city,0.7,0.2,0.1,BF_BREAD_MODERN_FAST|LD_MODERN_SALAD_BOWL|LD_OUTSIDE_DELIVERY_INDIAN|SN_BAKERY_CAFE,Use state signature with more delivery/modern breakfast.
Telangana,HOME_STATE_TIER2,Home-state tier 2 city,0.8,0.15,0.05,BF_POHA_CHIVDA_LIGHT|LD_DAL_ROTI_SABZI|SN_TEA_BISCUIT_RUSK|DN_LIGHT_ROTI_SABZI,Use state signature strongly; lower delivery and more home food.
Telangana,MUMBAI_PUNE,Mumbai/Pune/Thane/Navi Mumbai,0.55,0.3,0.15,BF_POHA_CHIVDA_LIGHT|LD_MAHARASHTRIAN_PITLA_BHAKRI|LD_MODERN_SALAD_BOWL|SN_STREET_CHAAT|DN_LIGHT_ROTI_SABZI,"Add poha, chaat/vada-pav, office lunch, health bowl; keep home-state dinner 3-4 days."
Telangana,DELHI_NCR,Delhi NCR/Gurugram/Noida,0.55,0.3,0.15,BF_STUFFED_FLATBREAD|LD_RAJMA_CHOLE_LEGUME|LD_PANEER_RICH_GRAVY|LD_TANDOORI_GRILL_NONVEG|SN_STREET_CHAAT,Add paratha/chole/rajma/tandoori/delivery and North-style office eating.
Telangana,BENGALURU_HYD_CHENNAI,Bengaluru/Hyderabad/Chennai,0.55,0.3,0.15,BF_FERMENTED_CREPE_PAN|BF_STEAMED_FERMENTED_LIGHT|LD_SOUTH_SAMBAR_RASAM|LD_CHICKEN_BIRYANI_PULAO|LD_MODERN_SALAD_BOWL,"Add idli/dosa, rice meals, biryani where nonveg, tech-city health/delivery."
Telangana,KOLKATA_EAST,Kolkata/East metro,0.55,0.3,0.15,LD_BENGALI_VEG_DAL_BHAAT|LD_BENGALI_FISH_MEAL|SN_SWEET_REGIONAL|SN_STREET_CHAAT|BF_POHA_CHIVDA_LIGHT,"Add dal-bhaat-bhaja, fish if nonveg, sweets and chaats."
Telangana,AHMEDABAD_SURAT,Ahmedabad/Surat/Vadodara,0.55,0.3,0.15,BF_JAIN_BREAKFAST|LD_GUJARATI_THALI|LD_JAIN_NO_ROOT_MAIN|SN_STEAMED_SNACK|SN_NAMKEEN_CHIVDA,Add Gujarati/Jain/veg snack-heavy pattern; nonveg not assumed unless explicit.
Telangana,GOA_COASTAL,Goa/Kochi/Mangalore/coastal city,0.55,0.3,0.15,LD_FISH_CURRY_RICE|LD_COCONUT_VEG_STEW|LD_PRAWN_CRAB_COASTAL|BF_FERMENTED_CREPE_PAN|SN_NONVEG_SNACK,Add rice-fish/coastal coconut if nonveg; veg users get coconut stew/curd rice.
Telangana,PAN_INDIA_PG_HOSTEL,PG/hostel/corporate relocation,0.45,0.25,0.3,BF_BREAD_MODERN_FAST|LD_ONE_POT_PRESSURE|LD_OUTSIDE_DELIVERY_INDIAN|SN_MOMO_NOODLES_SNACK|DN_ONE_POT_DINNER,Higher outside/one-pot/bread/noodles; ask kitchen access before recipes.
Tripura,HOME_STATE_TIER1,Home-state major city,0.7,0.2,0.1,BF_BREAD_MODERN_FAST|LD_MODERN_SALAD_BOWL|LD_OUTSIDE_DELIVERY_INDIAN|SN_BAKERY_CAFE,Use state signature with more delivery/modern breakfast.
Tripura,HOME_STATE_TIER2,Home-state tier 2 city,0.8,0.15,0.05,BF_POHA_CHIVDA_LIGHT|LD_DAL_ROTI_SABZI|SN_TEA_BISCUIT_RUSK|DN_LIGHT_ROTI_SABZI,Use state signature strongly; lower delivery and more home food.
Tripura,MUMBAI_PUNE,Mumbai/Pune/Thane/Navi Mumbai,0.55,0.3,0.15,BF_POHA_CHIVDA_LIGHT|LD_MAHARASHTRIAN_PITLA_BHAKRI|LD_MODERN_SALAD_BOWL|SN_STREET_CHAAT|DN_LIGHT_ROTI_SABZI,"Add poha, chaat/vada-pav, office lunch, health bowl; keep home-state dinner 3-4 days."
Tripura,DELHI_NCR,Delhi NCR/Gurugram/Noida,0.55,0.3,0.15,BF_STUFFED_FLATBREAD|LD_RAJMA_CHOLE_LEGUME|LD_PANEER_RICH_GRAVY|LD_TANDOORI_GRILL_NONVEG|SN_STREET_CHAAT,Add paratha/chole/rajma/tandoori/delivery and North-style office eating.
Tripura,BENGALURU_HYD_CHENNAI,Bengaluru/Hyderabad/Chennai,0.55,0.3,0.15,BF_FERMENTED_CREPE_PAN|BF_STEAMED_FERMENTED_LIGHT|LD_SOUTH_SAMBAR_RASAM|LD_CHICKEN_BIRYANI_PULAO|LD_MODERN_SALAD_BOWL,"Add idli/dosa, rice meals, biryani where nonveg, tech-city health/delivery."
Tripura,KOLKATA_EAST,Kolkata/East metro,0.55,0.3,0.15,LD_BENGALI_VEG_DAL_BHAAT|LD_BENGALI_FISH_MEAL|SN_SWEET_REGIONAL|SN_STREET_CHAAT|BF_POHA_CHIVDA_LIGHT,"Add dal-bhaat-bhaja, fish if nonveg, sweets and chaats."
Tripura,AHMEDABAD_SURAT,Ahmedabad/Surat/Vadodara,0.55,0.3,0.15,BF_JAIN_BREAKFAST|LD_GUJARATI_THALI|LD_JAIN_NO_ROOT_MAIN|SN_STEAMED_SNACK|SN_NAMKEEN_CHIVDA,Add Gujarati/Jain/veg snack-heavy pattern; nonveg not assumed unless explicit.
Tripura,GOA_COASTAL,Goa/Kochi/Mangalore/coastal city,0.55,0.3,0.15,LD_FISH_CURRY_RICE|LD_COCONUT_VEG_STEW|LD_PRAWN_CRAB_COASTAL|BF_FERMENTED_CREPE_PAN|SN_NONVEG_SNACK,Add rice-fish/coastal coconut if nonveg; veg users get coconut stew/curd rice.
Tripura,PAN_INDIA_PG_HOSTEL,PG/hostel/corporate relocation,0.45,0.25,0.3,BF_BREAD_MODERN_FAST|LD_ONE_POT_PRESSURE|LD_OUTSIDE_DELIVERY_INDIAN|SN_MOMO_NOODLES_SNACK|DN_ONE_POT_DINNER,Higher outside/one-pot/bread/noodles; ask kitchen access before recipes.
Uttar Pradesh,HOME_STATE_TIER1,Home-state major city,0.7,0.2,0.1,BF_BREAD_MODERN_FAST|LD_MODERN_SALAD_BOWL|LD_OUTSIDE_DELIVERY_INDIAN|SN_BAKERY_CAFE,Use state signature with more delivery/modern breakfast.
Uttar Pradesh,HOME_STATE_TIER2,Home-state tier 2 city,0.8,0.15,0.05,BF_POHA_CHIVDA_LIGHT|LD_DAL_ROTI_SABZI|SN_TEA_BISCUIT_RUSK|DN_LIGHT_ROTI_SABZI,Use state signature strongly; lower delivery and more home food.
Uttar Pradesh,MUMBAI_PUNE,Mumbai/Pune/Thane/Navi Mumbai,0.55,0.3,0.15,BF_POHA_CHIVDA_LIGHT|LD_MAHARASHTRIAN_PITLA_BHAKRI|LD_MODERN_SALAD_BOWL|SN_STREET_CHAAT|DN_LIGHT_ROTI_SABZI,"Add poha, chaat/vada-pav, office lunch, health bowl; keep home-state dinner 3-4 days."
Uttar Pradesh,DELHI_NCR,Delhi NCR/Gurugram/Noida,0.55,0.3,0.15,BF_STUFFED_FLATBREAD|LD_RAJMA_CHOLE_LEGUME|LD_PANEER_RICH_GRAVY|LD_TANDOORI_GRILL_NONVEG|SN_STREET_CHAAT,Add paratha/chole/rajma/tandoori/delivery and North-style office eating.
Uttar Pradesh,BENGALURU_HYD_CHENNAI,Bengaluru/Hyderabad/Chennai,0.55,0.3,0.15,BF_FERMENTED_CREPE_PAN|BF_STEAMED_FERMENTED_LIGHT|LD_SOUTH_SAMBAR_RASAM|LD_CHICKEN_BIRYANI_PULAO|LD_MODERN_SALAD_BOWL,"Add idli/dosa, rice meals, biryani where nonveg, tech-city health/delivery."
Uttar Pradesh,KOLKATA_EAST,Kolkata/East metro,0.55,0.3,0.15,LD_BENGALI_VEG_DAL_BHAAT|LD_BENGALI_FISH_MEAL|SN_SWEET_REGIONAL|SN_STREET_CHAAT|BF_POHA_CHIVDA_LIGHT,"Add dal-bhaat-bhaja, fish if nonveg, sweets and chaats."
Uttar Pradesh,AHMEDABAD_SURAT,Ahmedabad/Surat/Vadodara,0.55,0.3,0.15,BF_JAIN_BREAKFAST|LD_GUJARATI_THALI|LD_JAIN_NO_ROOT_MAIN|SN_STEAMED_SNACK|SN_NAMKEEN_CHIVDA,Add Gujarati/Jain/veg snack-heavy pattern; nonveg not assumed unless explicit.
Uttar Pradesh,GOA_COASTAL,Goa/Kochi/Mangalore/coastal city,0.55,0.3,0.15,LD_FISH_CURRY_RICE|LD_COCONUT_VEG_STEW|LD_PRAWN_CRAB_COASTAL|BF_FERMENTED_CREPE_PAN|SN_NONVEG_SNACK,Add rice-fish/coastal coconut if nonveg; veg users get coconut stew/curd rice.
Uttar Pradesh,PAN_INDIA_PG_HOSTEL,PG/hostel/corporate relocation,0.45,0.25,0.3,BF_BREAD_MODERN_FAST|LD_ONE_POT_PRESSURE|LD_OUTSIDE_DELIVERY_INDIAN|SN_MOMO_NOODLES_SNACK|DN_ONE_POT_DINNER,Higher outside/one-pot/bread/noodles; ask kitchen access before recipes.
Uttarakhand,HOME_STATE_TIER1,Home-state major city,0.7,0.2,0.1,BF_BREAD_MODERN_FAST|LD_MODERN_SALAD_BOWL|LD_OUTSIDE_DELIVERY_INDIAN|SN_BAKERY_CAFE,Use state signature with more delivery/modern breakfast.
Uttarakhand,HOME_STATE_TIER2,Home-state tier 2 city,0.8,0.15,0.05,BF_POHA_CHIVDA_LIGHT|LD_DAL_ROTI_SABZI|SN_TEA_BISCUIT_RUSK|DN_LIGHT_ROTI_SABZI,Use state signature strongly; lower delivery and more home food.
Uttarakhand,MUMBAI_PUNE,Mumbai/Pune/Thane/Navi Mumbai,0.55,0.3,0.15,BF_POHA_CHIVDA_LIGHT|LD_MAHARASHTRIAN_PITLA_BHAKRI|LD_MODERN_SALAD_BOWL|SN_STREET_CHAAT|DN_LIGHT_ROTI_SABZI,"Add poha, chaat/vada-pav, office lunch, health bowl; keep home-state dinner 3-4 days."
Uttarakhand,DELHI_NCR,Delhi NCR/Gurugram/Noida,0.55,0.3,0.15,BF_STUFFED_FLATBREAD|LD_RAJMA_CHOLE_LEGUME|LD_PANEER_RICH_GRAVY|LD_TANDOORI_GRILL_NONVEG|SN_STREET_CHAAT,Add paratha/chole/rajma/tandoori/delivery and North-style office eating.
Uttarakhand,BENGALURU_HYD_CHENNAI,Bengaluru/Hyderabad/Chennai,0.55,0.3,0.15,BF_FERMENTED_CREPE_PAN|BF_STEAMED_FERMENTED_LIGHT|LD_SOUTH_SAMBAR_RASAM|LD_CHICKEN_BIRYANI_PULAO|LD_MODERN_SALAD_BOWL,"Add idli/dosa, rice meals, biryani where nonveg, tech-city health/delivery."
Uttarakhand,KOLKATA_EAST,Kolkata/East metro,0.55,0.3,0.15,LD_BENGALI_VEG_DAL_BHAAT|LD_BENGALI_FISH_MEAL|SN_SWEET_REGIONAL|SN_STREET_CHAAT|BF_POHA_CHIVDA_LIGHT,"Add dal-bhaat-bhaja, fish if nonveg, sweets and chaats."
Uttarakhand,AHMEDABAD_SURAT,Ahmedabad/Surat/Vadodara,0.55,0.3,0.15,BF_JAIN_BREAKFAST|LD_GUJARATI_THALI|LD_JAIN_NO_ROOT_MAIN|SN_STEAMED_SNACK|SN_NAMKEEN_CHIVDA,Add Gujarati/Jain/veg snack-heavy pattern; nonveg not assumed unless explicit.
Uttarakhand,GOA_COASTAL,Goa/Kochi/Mangalore/coastal city,0.55,0.3,0.15,LD_FISH_CURRY_RICE|LD_COCONUT_VEG_STEW|LD_PRAWN_CRAB_COASTAL|BF_FERMENTED_CREPE_PAN|SN_NONVEG_SNACK,Add rice-fish/coastal coconut if nonveg; veg users get coconut stew/curd rice.
Uttarakhand,PAN_INDIA_PG_HOSTEL,PG/hostel/corporate relocation,0.45,0.25,0.3,BF_BREAD_MODERN_FAST|LD_ONE_POT_PRESSURE|LD_OUTSIDE_DELIVERY_INDIAN|SN_MOMO_NOODLES_SNACK|DN_ONE_POT_DINNER,Higher outside/one-pot/bread/noodles; ask kitchen access before recipes.
West Bengal,HOME_STATE_TIER1,Home-state major city,0.7,0.2,0.1,BF_BREAD_MODERN_FAST|LD_MODERN_SALAD_BOWL|LD_OUTSIDE_DELIVERY_INDIAN|SN_BAKERY_CAFE,Use state signature with more delivery/modern breakfast.
West Bengal,HOME_STATE_TIER2,Home-state tier 2 city,0.8,0.15,0.05,BF_POHA_CHIVDA_LIGHT|LD_DAL_ROTI_SABZI|SN_TEA_BISCUIT_RUSK|DN_LIGHT_ROTI_SABZI,Use state signature strongly; lower delivery and more home food.
West Bengal,MUMBAI_PUNE,Mumbai/Pune/Thane/Navi Mumbai,0.55,0.3,0.15,BF_POHA_CHIVDA_LIGHT|LD_MAHARASHTRIAN_PITLA_BHAKRI|LD_MODERN_SALAD_BOWL|SN_STREET_CHAAT|DN_LIGHT_ROTI_SABZI,"Add poha, chaat/vada-pav, office lunch, health bowl; keep home-state dinner 3-4 days."
West Bengal,DELHI_NCR,Delhi NCR/Gurugram/Noida,0.55,0.3,0.15,BF_STUFFED_FLATBREAD|LD_RAJMA_CHOLE_LEGUME|LD_PANEER_RICH_GRAVY|LD_TANDOORI_GRILL_NONVEG|SN_STREET_CHAAT,Add paratha/chole/rajma/tandoori/delivery and North-style office eating.
West Bengal,BENGALURU_HYD_CHENNAI,Bengaluru/Hyderabad/Chennai,0.55,0.3,0.15,BF_FERMENTED_CREPE_PAN|BF_STEAMED_FERMENTED_LIGHT|LD_SOUTH_SAMBAR_RASAM|LD_CHICKEN_BIRYANI_PULAO|LD_MODERN_SALAD_BOWL,"Add idli/dosa, rice meals, biryani where nonveg, tech-city health/delivery."
West Bengal,KOLKATA_EAST,Kolkata/East metro,0.55,0.3,0.15,LD_BENGALI_VEG_DAL_BHAAT|LD_BENGALI_FISH_MEAL|SN_SWEET_REGIONAL|SN_STREET_CHAAT|BF_POHA_CHIVDA_LIGHT,"Add dal-bhaat-bhaja, fish if nonveg, sweets and chaats."
