cohort_id,state_ut,city_tier,main_cohort_id,sub_cohort_label,household_stage,cook_dependency,time_pressure,nonveg_mode,weekday_breakfast_class_mix,weekday_lunch_class_mix,weekday_snack_class_mix,weekday_dinner_class_mix,weekend_breakfast_class_mix,weekend_lunch_class_mix,weekend_snack_class_mix,weekend_dinner_class_mix
S27_T1_P03,Uttarakhand,Tier1_Metro,MC1,working_woman_alone,single,self/cook partial,very high,default,BF_CHILLA_PROTEIN|BF_OATS_MUESLI_FIT|BF_POHA_CHIVDA_LIGHT|BF_STUFFED_FLATBREAD|BF_UPMA_DALIA_SEVAI|BF_PLAIN_FLATBREAD_SUBZI,LD_DAL_ROTI_SABZI|LD_MODERN_SALAD_BOWL|LD_ONE_POT_PRESSURE|LD_HIMALAYAN_THUKPA_MOMO|LD_LIGHT_KHICHDI|LD_PANEER_HOME_DRY,SN_FRUIT_CHAAT|SN_ROASTED_CHANA_NUTS|SN_TEA_BISCUIT_RUSK|SN_MOMO_NOODLES_SNACK|SN_STREET_CHAAT|SN_FRIED_PAKORA_SAMOSA,DN_KHICHDI_SOUP|DN_LOW_CARB_DINNER|DN_LIGHT_ROTI_SABZI|DN_LIGHT_DAL_RICE|LD_HIMALAYAN_THUKPA_MOMO|LD_DAL_ROTI_SABZI,BF_CHILLA_PROTEIN|BF_OATS_MUESLI_FIT|BF_POHA_CHIVDA_LIGHT|BF_STUFFED_FLATBREAD|BF_UPMA_DALIA_SEVAI|BF_PLAIN_FLATBREAD_SUBZI,LD_DAL_ROTI_SABZI|LD_MODERN_SALAD_BOWL|LD_ONE_POT_PRESSURE|LD_HIMALAYAN_THUKPA_MOMO|LD_WEEKEND_SPECIAL_REGIONAL|LD_MUTTON_SUNDAY_CURRY,SN_FRUIT_CHAAT|SN_ROASTED_CHANA_NUTS|SN_TEA_BISCUIT_RUSK|SN_MOMO_NOODLES_SNACK|SN_STREET_CHAAT|SN_FRIED_PAKORA_SAMOSA,DN_KHICHDI_SOUP|DN_LOW_CARB_DINNER|DN_LIGHT_ROTI_SABZI|LD_HIMALAYAN_THUKPA_MOMO|LD_WEEKEND_SPECIAL_REGIONAL|LD_MUTTON_SUNDAY_CURRY
S27_T1_P04,Uttarakhand,Tier1_Metro,MC2,dink_couple,couple,self/cook/delivery,medium,default,BF_FERMENTED_CREPE_PAN|BF_BREAD_MODERN_FAST|BF_STUFFED_FLATBREAD|BF_UPMA_DALIA_SEVAI|BF_PLAIN_FLATBREAD_SUBZI|BF_CHILLA_PROTEIN|BF_POHA_CHIVDA_LIGHT,LD_DAL_ROTI_SABZI|LD_PANEER_HOME_DRY|LD_OUTSIDE_DELIVERY_INDIAN|LD_HIMALAYAN_THUKPA_MOMO|LD_LIGHT_KHICHDI|LD_SIMPLE_GREEN_VEG_SABZI,SN_BAKERY_CAFE|SN_STREET_CHAAT|SN_TEA_BISCUIT_RUSK|SN_MOMO_NOODLES_SNACK|SN_FRIED_PAKORA_SAMOSA|SN_CURD_CHAAS_LASSI,DN_WEEKEND_INDULGENCE|DN_GRILLED_TIKKA_BOWL|DN_KHICHDI_SOUP|DN_LIGHT_DAL_RICE|LD_HIMALAYAN_THUKPA_MOMO|DN_LIGHT_ROTI_SABZI,BF_FERMENTED_CREPE_PAN|BF_BREAD_MODERN_FAST|BF_STUFFED_FLATBREAD|BF_UPMA_DALIA_SEVAI|BF_PLAIN_FLATBREAD_SUBZI|BF_CHILLA_PROTEIN|BF_POHA_CHIVDA_LIGHT,LD_DAL_ROTI_SABZI|LD_PANEER_HOME_DRY|LD_OUTSIDE_DELIVERY_INDIAN|LD_HIMALAYAN_THUKPA_MOMO|LD_WEEKEND_SPECIAL_REGIONAL|LD_MUTTON_SUNDAY_CURRY,SN_BAKERY_CAFE|SN_STREET_CHAAT|SN_TEA_BISCUIT_RUSK|SN_MOMO_NOODLES_SNACK|SN_FRIED_PAKORA_SAMOSA|SN_CURD_CHAAS_LASSI,DN_WEEKEND_INDULGENCE|DN_GRILLED_TIKKA_BOWL|LD_HIMALAYAN_THUKPA_MOMO|LD_WEEKEND_SPECIAL_REGIONAL|LD_MUTTON_SUNDAY_CURRY|DN_LIGHT_ROTI_SABZI
S27_T1_P05,Uttarakhand,Tier1_Metro,MC2,newly_married_mixed_state,couple,self/cook learning,medium,default,BF_FERMENTED_CREPE_PAN|BF_STUFFED_FLATBREAD|BF_POHA_CHIVDA_LIGHT|BF_UPMA_DALIA_SEVAI|BF_PLAIN_FLATBREAD_SUBZI|BF_CHILLA_PROTEIN,LD_DAL_ROTI_SABZI|LD_WEEKEND_SPECIAL_REGIONAL|LD_RICE_PULAO_VEG|LD_HIMALAYAN_THUKPA_MOMO|LD_LIGHT_KHICHDI|LD_PANEER_HOME_DRY,SN_STREET_CHAAT|SN_STEAMED_SNACK|SN_TEA_BISCUIT_RUSK|SN_MOMO_NOODLES_SNACK|SN_FRIED_PAKORA_SAMOSA|SN_CURD_CHAAS_LASSI,DN_WEEKEND_INDULGENCE|DN_KHICHDI_SOUP|DN_LIGHT_DAL_RICE|LD_HIMALAYAN_THUKPA_MOMO|LD_DAL_ROTI_SABZI|DN_LIGHT_ROTI_SABZI,BF_FERMENTED_CREPE_PAN|BF_STUFFED_FLATBREAD|BF_POHA_CHIVDA_LIGHT|BF_UPMA_DALIA_SEVAI|BF_PLAIN_FLATBREAD_SUBZI|BF_CHILLA_PROTEIN,LD_DAL_ROTI_SABZI|LD_WEEKEND_SPECIAL_REGIONAL|LD_RICE_PULAO_VEG|LD_HIMALAYAN_THUKPA_MOMO|LD_MUTTON_SUNDAY_CURRY|LD_FESTIVE_THALI,SN_STREET_CHAAT|SN_STEAMED_SNACK|SN_TEA_BISCUIT_RUSK|SN_MOMO_NOODLES_SNACK|SN_FRIED_PAKORA_SAMOSA|SN_CURD_CHAAS_LASSI,DN_WEEKEND_INDULGENCE|LD_HIMALAYAN_THUKPA_MOMO|LD_WEEKEND_SPECIAL_REGIONAL|LD_MUTTON_SUNDAY_CURRY|LD_FESTIVE_THALI|DN_LIGHT_ROTI_SABZI
S27_T1_P06,Uttarakhand,Tier1_Metro,MC2,planning_pregnancy,couple,self/cook,medium,default,BF_CHILLA_PROTEIN|BF_SPROUTS_FRUIT_CURD|BF_DIABETIC_LOW_GI|BF_STUFFED_FLATBREAD|BF_UPMA_DALIA_SEVAI|BF_PLAIN_FLATBREAD_SUBZI|BF_POHA_CHIVDA_LIGHT,LD_HIGH_PROTEIN_VEG_PLATE|LD_DAL_ROTI_SABZI|LD_HIMALAYAN_THUKPA_MOMO|LD_LIGHT_KHICHDI|LD_PANEER_HOME_DRY,SN_FRUIT_CHAAT|SN_ROASTED_CHANA_NUTS|SN_TEA_BISCUIT_RUSK|SN_MOMO_NOODLES_SNACK|SN_STREET_CHAAT|SN_FRIED_PAKORA_SAMOSA,DN_LIGHT_DAL_RICE|DN_KHICHDI_SOUP|LD_HIMALAYAN_THUKPA_MOMO|LD_DAL_ROTI_SABZI|DN_LOW_CARB_DINNER|DN_LIGHT_ROTI_SABZI,BF_CHILLA_PROTEIN|BF_SPROUTS_FRUIT_CURD|BF_DIABETIC_LOW_GI|BF_STUFFED_FLATBREAD|BF_UPMA_DALIA_SEVAI|BF_PLAIN_FLATBREAD_SUBZI|BF_POHA_CHIVDA_LIGHT,LD_HIGH_PROTEIN_VEG_PLATE|LD_DAL_ROTI_SABZI|LD_HIMALAYAN_THUKPA_MOMO|LD_WEEKEND_SPECIAL_REGIONAL|LD_MUTTON_SUNDAY_CURRY,SN_FRUIT_CHAAT|SN_ROASTED_CHANA_NUTS|SN_TEA_BISCUIT_RUSK|SN_MOMO_NOODLES_SNACK|SN_STREET_CHAAT|SN_FRIED_PAKORA_SAMOSA,DN_LIGHT_DAL_RICE|DN_KHICHDI_SOUP|LD_HIMALAYAN_THUKPA_MOMO|LD_WEEKEND_SPECIAL_REGIONAL|LD_MUTTON_SUNDAY_CURRY|LD_FESTIVE_THALI|DN_LIGHT_ROTI_SABZI
S27_T1_P07,Uttarakhand,Tier1_Metro,MC2,pregnant_household,couple/family,cook/self,medium,default,BF_CHILLA_PROTEIN|BF_SPROUTS_FRUIT_CURD|BF_STUFFED_FLATBREAD|BF_UPMA_DALIA_SEVAI|BF_PLAIN_FLATBREAD_SUBZI|BF_POHA_CHIVDA_LIGHT,LD_DAL_RICE_COMFORT|LD_HIMALAYAN_THUKPA_MOMO|LD_DAL_ROTI_SABZI|LD_LIGHT_KHICHDI|LD_SIMPLE_GREEN_VEG_SABZI,SN_FRUIT_CHAAT|SN_CURD_CHAAS_LASSI|SN_TEA_BISCUIT_RUSK|SN_MOMO_NOODLES_SNACK|SN_STREET_CHAAT|SN_FRIED_PAKORA_SAMOSA,DN_LIGHT_DAL_RICE|DN_KHICHDI_SOUP|LD_HIMALAYAN_THUKPA_MOMO|LD_DAL_ROTI_SABZI|DN_LOW_CARB_DINNER|DN_LIGHT_ROTI_SABZI,BF_CHILLA_PROTEIN|BF_SPROUTS_FRUIT_CURD|BF_STUFFED_FLATBREAD|BF_UPMA_DALIA_SEVAI|BF_PLAIN_FLATBREAD_SUBZI|BF_POHA_CHIVDA_LIGHT,LD_DAL_RICE_COMFORT|LD_HIMALAYAN_THUKPA_MOMO|LD_WEEKEND_SPECIAL_REGIONAL|LD_MUTTON_SUNDAY_CURRY|LD_DAL_ROTI_SABZI,SN_FRUIT_CHAAT|SN_CURD_CHAAS_LASSI|SN_TEA_BISCUIT_RUSK|SN_MOMO_NOODLES_SNACK|SN_STREET_CHAAT|SN_FRIED_PAKORA_SAMOSA,DN_LIGHT_DAL_RICE|DN_KHICHDI_SOUP|LD_HIMALAYAN_THUKPA_MOMO|LD_WEEKEND_SPECIAL_REGIONAL|LD_MUTTON_SUNDAY_CURRY|LD_FESTIVE_THALI|DN_LIGHT_ROTI_SABZI
S27_T1_P08,Uttarakhand,Tier1_Metro,MC2,couple_with_infant_0_6m,couple with infant,cook/caregiver constrained,very high,default,BF_UPMA_DALIA_SEVAI|BF_CHILLA_PROTEIN|BF_STUFFED_FLATBREAD|BF_PLAIN_FLATBREAD_SUBZI|BF_BREAD_MODERN_FAST|BF_POHA_CHIVDA_LIGHT,LD_ONE_POT_PRESSURE|LD_DAL_RICE_COMFORT|LD_HIMALAYAN_THUKPA_MOMO|LD_DAL_ROTI_SABZI|LD_LIGHT_KHICHDI,SN_FRUIT_CHAAT|SN_CURD_CHAAS_LASSI|SN_TEA_BISCUIT_RUSK|SN_MOMO_NOODLES_SNACK|SN_STREET_CHAAT|SN_FRIED_PAKORA_SAMOSA,DN_KHICHDI_SOUP|DN_LIGHT_DAL_RICE|LD_HIMALAYAN_THUKPA_MOMO|LD_DAL_ROTI_SABZI|DN_LOW_CARB_DINNER|DN_LIGHT_ROTI_SABZI,BF_UPMA_DALIA_SEVAI|BF_CHILLA_PROTEIN|BF_STUFFED_FLATBREAD|BF_PLAIN_FLATBREAD_SUBZI|BF_BREAD_MODERN_FAST|BF_POHA_CHIVDA_LIGHT,LD_ONE_POT_PRESSURE|LD_DAL_RICE_COMFORT|LD_HIMALAYAN_THUKPA_MOMO|LD_WEEKEND_SPECIAL_REGIONAL|LD_MUTTON_SUNDAY_CURRY|LD_DAL_ROTI_SABZI,SN_FRUIT_CHAAT|SN_CURD_CHAAS_LASSI|SN_TEA_BISCUIT_RUSK|SN_MOMO_NOODLES_SNACK|SN_STREET_CHAAT|SN_FRIED_PAKORA_SAMOSA,DN_KHICHDI_SOUP|DN_LIGHT_DAL_RICE|LD_HIMALAYAN_THUKPA_MOMO|LD_WEEKEND_SPECIAL_REGIONAL|LD_MUTTON_SUNDAY_CURRY|LD_FESTIVE_THALI|DN_LIGHT_ROTI_SABZI
S27_T1_P09,Uttarakhand,Tier1_Metro,MC2,couple_with_baby_6_18m,couple with baby,cook/caregiver constrained,very high,default,BF_UPMA_DALIA_SEVAI|BF_STUFFED_FLATBREAD|BF_PLAIN_FLATBREAD_SUBZI|BF_CHILLA_PROTEIN|BF_POHA_CHIVDA_LIGHT,LD_LIGHT_KHICHDI|LD_DAL_RICE_COMFORT|LD_HIMALAYAN_THUKPA_MOMO|LD_DAL_ROTI_SABZI|LD_PANEER_HOME_DRY,SN_FRUIT_CHAAT|SN_TEA_BISCUIT_RUSK|SN_MOMO_NOODLES_SNACK|SN_STREET_CHAAT|SN_FRIED_PAKORA_SAMOSA,DN_KHICHDI_SOUP|DN_LIGHT_DAL_RICE|LD_HIMALAYAN_THUKPA_MOMO|LD_DAL_ROTI_SABZI|DN_LIGHT_ROTI_SABZI,BF_UPMA_DALIA_SEVAI|BF_STUFFED_FLATBREAD|BF_PLAIN_FLATBREAD_SUBZI|BF_CHILLA_PROTEIN|BF_POHA_CHIVDA_LIGHT,LD_LIGHT_KHICHDI|LD_DAL_RICE_COMFORT|LD_HIMALAYAN_THUKPA_MOMO|LD_WEEKEND_SPECIAL_REGIONAL|LD_MUTTON_SUNDAY_CURRY|LD_DAL_ROTI_SABZI,SN_FRUIT_CHAAT|SN_TEA_BISCUIT_RUSK|SN_MOMO_NOODLES_SNACK|SN_STREET_CHAAT|SN_FRIED_PAKORA_SAMOSA,DN_KHICHDI_SOUP|LD_HIMALAYAN_THUKPA_MOMO|LD_WEEKEND_SPECIAL_REGIONAL|LD_MUTTON_SUNDAY_CURRY|LD_FESTIVE_THALI|DN_LIGHT_ROTI_SABZI
S27_T1_P10,Uttarakhand,Tier1_Metro,MC3,family_with_toddler,family toddler,cook/self,high,default,BF_STEAMED_FERMENTED_LIGHT|BF_CHILLA_PROTEIN|BF_STUFFED_FLATBREAD|BF_UPMA_DALIA_SEVAI|BF_PLAIN_FLATBREAD_SUBZI|BF_POHA_CHIVDA_LIGHT,LD_DAL_ROTI_SABZI|LD_SIMPLE_GREEN_VEG_SABZI|LD_HIMALAYAN_THUKPA_MOMO|LD_LIGHT_KHICHDI|LD_PANEER_HOME_DRY,SN_FRUIT_CHAAT|SN_TEA_BISCUIT_RUSK|SN_MOMO_NOODLES_SNACK|SN_STREET_CHAAT|SN_FRIED_PAKORA_SAMOSA,DN_LIGHT_DAL_RICE|DN_KHICHDI_SOUP|LD_HIMALAYAN_THUKPA_MOMO|LD_DAL_ROTI_SABZI|DN_LIGHT_ROTI_SABZI,BF_STEAMED_FERMENTED_LIGHT|BF_CHILLA_PROTEIN|BF_STUFFED_FLATBREAD|BF_UPMA_DALIA_SEVAI|BF_PLAIN_FLATBREAD_SUBZI|BF_POHA_CHIVDA_LIGHT,LD_DAL_ROTI_SABZI|LD_SIMPLE_GREEN_VEG_SABZI|LD_HIMALAYAN_THUKPA_MOMO|LD_WEEKEND_SPECIAL_REGIONAL|LD_MUTTON_SUNDAY_CURRY,SN_FRUIT_CHAAT|SN_TEA_BISCUIT_RUSK|SN_MOMO_NOODLES_SNACK|SN_STREET_CHAAT|SN_FRIED_PAKORA_SAMOSA,DN_LIGHT_DAL_RICE|LD_HIMALAYAN_THUKPA_MOMO|LD_WEEKEND_SPECIAL_REGIONAL|LD_MUTTON_SUNDAY_CURRY|LD_FESTIVE_THALI|DN_LIGHT_ROTI_SABZI
S27_T1_P11,Uttarakhand,Tier1_Metro,MC3,family_with_school_kids,family kids,cook/mother-managed,high,default,BF_STUFFED_FLATBREAD|BF_FERMENTED_CREPE_PAN|BF_UPMA_DALIA_SEVAI|BF_PLAIN_FLATBREAD_SUBZI|BF_CHILLA_PROTEIN|BF_POHA_CHIVDA_LIGHT,LD_DAL_ROTI_SABZI|LD_PANEER_HOME_DRY|LD_HIMALAYAN_THUKPA_MOMO|LD_LIGHT_KHICHDI|LD_SIMPLE_GREEN_VEG_SABZI,SN_STREET_CHAAT|SN_TEA_BISCUIT_RUSK|SN_MOMO_NOODLES_SNACK|SN_FRIED_PAKORA_SAMOSA|SN_CURD_CHAAS_LASSI,DN_KHICHDI_SOUP|DN_LIGHT_DAL_RICE|LD_HIMALAYAN_THUKPA_MOMO|LD_DAL_ROTI_SABZI|DN_LIGHT_ROTI_SABZI,BF_STUFFED_FLATBREAD|BF_FERMENTED_CREPE_PAN|BF_UPMA_DALIA_SEVAI|BF_PLAIN_FLATBREAD_SUBZI|BF_CHILLA_PROTEIN|BF_POHA_CHIVDA_LIGHT,LD_DAL_ROTI_SABZI|LD_PANEER_HOME_DRY|LD_HIMALAYAN_THUKPA_MOMO|LD_WEEKEND_SPECIAL_REGIONAL|LD_MUTTON_SUNDAY_CURRY,SN_STREET_CHAAT|SN_TEA_BISCUIT_RUSK|SN_MOMO_NOODLES_SNACK|SN_FRIED_PAKORA_SAMOSA|SN_CURD_CHAAS_LASSI,LD_HIMALAYAN_THUKPA_MOMO|LD_WEEKEND_SPECIAL_REGIONAL|LD_MUTTON_SUNDAY_CURRY|LD_FESTIVE_THALI|DN_LIGHT_ROTI_SABZI
S27_T1_P12,Uttarakhand,Tier1_Metro,MC3,family_with_teenagers,family teens,cook/self,medium,default,BF_STUFFED_FLATBREAD|BF_EGG_FAST|BF_CHILLA_PROTEIN|BF_UPMA_DALIA_SEVAI|BF_PLAIN_FLATBREAD_SUBZI|BF_BREAD_MODERN_FAST|BF_POHA_CHIVDA_LIGHT,LD_RAJMA_CHOLE_LEGUME|LD_CHICKEN_HOME_CURRY|LD_HIMALAYAN_THUKPA_MOMO|LD_DAL_ROTI_SABZI|LD_LIGHT_KHICHDI,SN_HEALTHY_PROTEIN_SNACK|SN_NONVEG_SNACK|SN_TEA_BISCUIT_RUSK|SN_MOMO_NOODLES_SNACK|SN_STREET_CHAAT|SN_FRIED_PAKORA_SAMOSA,DN_WEEKEND_INDULGENCE|DN_KHICHDI_SOUP|DN_LIGHT_DAL_RICE|LD_HIMALAYAN_THUKPA_MOMO|LD_DAL_ROTI_SABZI|DN_LIGHT_ROTI_SABZI,BF_STUFFED_FLATBREAD|BF_EGG_FAST|BF_CHILLA_PROTEIN|BF_UPMA_DALIA_SEVAI|BF_PLAIN_FLATBREAD_SUBZI|BF_BREAD_MODERN_FAST|BF_POHA_CHIVDA_LIGHT,LD_RAJMA_CHOLE_LEGUME|LD_CHICKEN_HOME_CURRY|LD_HIMALAYAN_THUKPA_MOMO|LD_WEEKEND_SPECIAL_REGIONAL|LD_MUTTON_SUNDAY_CURRY|LD_DAL_ROTI_SABZI,SN_HEALTHY_PROTEIN_SNACK|SN_NONVEG_SNACK|SN_TEA_BISCUIT_RUSK|SN_MOMO_NOODLES_SNACK|SN_STREET_CHAAT|SN_FRIED_PAKORA_SAMOSA,DN_WEEKEND_INDULGENCE|LD_HIMALAYAN_THUKPA_MOMO|LD_WEEKEND_SPECIAL_REGIONAL|LD_MUTTON_SUNDAY_CURRY|LD_FESTIVE_THALI|DN_LIGHT_ROTI_SABZI
S27_T1_P13,Uttarakhand,Tier1_Metro,MC4,joint_multigeneration,joint family,home cook/skilled cook,medium,default,BF_STUFFED_FLATBREAD|BF_STEAMED_FERMENTED_LIGHT|BF_POHA_CHIVDA_LIGHT|BF_UPMA_DALIA_SEVAI|BF_PLAIN_FLATBREAD_SUBZI|BF_CHILLA_PROTEIN,LD_DAL_ROTI_SABZI|LD_SIMPLE_GREEN_VEG_SABZI|LD_FESTIVE_THALI|LD_HIMALAYAN_THUKPA_MOMO|LD_LIGHT_KHICHDI,SN_TEA_BISCUIT_RUSK|SN_FRIED_PAKORA_SAMOSA|SN_MOMO_NOODLES_SNACK|SN_STREET_CHAAT|SN_CURD_CHAAS_LASSI|SN_BAKERY_CAFE,DN_KHICHDI_SOUP|DN_LIGHT_DAL_RICE|LD_HIMALAYAN_THUKPA_MOMO|LD_DAL_ROTI_SABZI|DN_LIGHT_ROTI_SABZI,BF_STUFFED_FLATBREAD|BF_STEAMED_FERMENTED_LIGHT|BF_POHA_CHIVDA_LIGHT|BF_UPMA_DALIA_SEVAI|BF_PLAIN_FLATBREAD_SUBZI|BF_CHILLA_PROTEIN,LD_DAL_ROTI_SABZI|LD_SIMPLE_GREEN_VEG_SABZI|LD_FESTIVE_THALI|LD_HIMALAYAN_THUKPA_MOMO|LD_WEEKEND_SPECIAL_REGIONAL,SN_TEA_BISCUIT_RUSK|SN_FRIED_PAKORA_SAMOSA|SN_MOMO_NOODLES_SNACK|SN_STREET_CHAAT|SN_CURD_CHAAS_LASSI|SN_BAKERY_CAFE,LD_HIMALAYAN_THUKPA_MOMO|LD_WEEKEND_SPECIAL_REGIONAL|LD_MUTTON_SUNDAY_CURRY|LD_FESTIVE_THALI|DN_LIGHT_ROTI_SABZI
S27_T1_P14,Uttarakhand,Tier1_Metro,MC4,elderly_couple,elderly couple,self/caregiver,low,veg_default,BF_DIABETIC_LOW_GI|BF_STEAMED_FERMENTED_LIGHT|BF_UPMA_DALIA_SEVAI|BF_STUFFED_FLATBREAD|BF_PLAIN_FLATBREAD_SUBZI|BF_CHILLA_PROTEIN|BF_POHA_CHIVDA_LIGHT,LD_LIGHT_KHICHDI|LD_GOURD_PUMPKIN_LIGHT|LD_HIMALAYAN_THUKPA_MOMO|LD_DAL_ROTI_SABZI|LD_PANEER_HOME_DRY,SN_FRUIT_CHAAT|SN_CURD_CHAAS_LASSI|SN_TEA_BISCUIT_RUSK|SN_MOMO_NOODLES_SNACK|SN_STREET_CHAAT|SN_FRIED_PAKORA_SAMOSA,DN_KHICHDI_SOUP|DN_LIGHT_DAL_RICE|LD_HIMALAYAN_THUKPA_MOMO|LD_DAL_ROTI_SABZI|DN_LIGHT_ROTI_SABZI,BF_DIABETIC_LOW_GI|BF_STEAMED_FERMENTED_LIGHT|BF_UPMA_DALIA_SEVAI|BF_STUFFED_FLATBREAD|BF_PLAIN_FLATBREAD_SUBZI|BF_CHILLA_PROTEIN|BF_POHA_CHIVDA_LIGHT,LD_LIGHT_KHICHDI|LD_GOURD_PUMPKIN_LIGHT|LD_HIMALAYAN_THUKPA_MOMO|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_DAL_ROTI_SABZI,SN_FRUIT_CHAAT|SN_CURD_CHAAS_LASSI|SN_TEA_BISCUIT_RUSK|SN_MOMO_NOODLES_SNACK|SN_STREET_CHAAT|SN_FRIED_PAKORA_SAMOSA,DN_KHICHDI_SOUP|LD_HIMALAYAN_THUKPA_MOMO|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|DN_LIGHT_DAL_RICE|DN_LIGHT_ROTI_SABZI
S27_T1_P15,Uttarakhand,Tier1_Metro,MC4,diabetic_low_gi_household,health condition,self/cook,medium,health_veg_or_default,BF_DIABETIC_LOW_GI|BF_CHILLA_PROTEIN|BF_SPROUTS_FRUIT_CURD|BF_STUFFED_FLATBREAD|BF_UPMA_DALIA_SEVAI|BF_PLAIN_FLATBREAD_SUBZI|BF_POHA_CHIVDA_LIGHT,LD_LOW_CARB_PROTEIN_PLATE|LD_HIGH_PROTEIN_VEG_PLATE|LD_SIMPLE_GREEN_VEG_SABZI|LD_HIMALAYAN_THUKPA_MOMO|LD_DAL_ROTI_SABZI|LD_LIGHT_KHICHDI,SN_ROASTED_CHANA_NUTS|SN_HEALTHY_PROTEIN_SNACK|SN_TEA_BISCUIT_RUSK|SN_MOMO_NOODLES_SNACK|SN_STREET_CHAAT|SN_FRIED_PAKORA_SAMOSA,DN_LOW_CARB_DINNER|DN_KHICHDI_SOUP|DN_LIGHT_DAL_RICE|LD_HIMALAYAN_THUKPA_MOMO|LD_DAL_ROTI_SABZI|DN_LIGHT_ROTI_SABZI,BF_DIABETIC_LOW_GI|BF_CHILLA_PROTEIN|BF_SPROUTS_FRUIT_CURD|BF_STUFFED_FLATBREAD|BF_UPMA_DALIA_SEVAI|BF_PLAIN_FLATBREAD_SUBZI|BF_POHA_CHIVDA_LIGHT,LD_LOW_CARB_PROTEIN_PLATE|LD_HIGH_PROTEIN_VEG_PLATE|LD_SIMPLE_GREEN_VEG_SABZI|LD_HIMALAYAN_THUKPA_MOMO|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_DAL_ROTI_SABZI,SN_ROASTED_CHANA_NUTS|SN_HEALTHY_PROTEIN_SNACK|SN_TEA_BISCUIT_RUSK|SN_MOMO_NOODLES_SNACK|SN_STREET_CHAAT|SN_FRIED_PAKORA_SAMOSA,DN_LOW_CARB_DINNER|DN_KHICHDI_SOUP|LD_HIMALAYAN_THUKPA_MOMO|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|DN_LIGHT_DAL_RICE|DN_LIGHT_ROTI_SABZI
S27_T1_P16,Uttarakhand,Tier1_Metro,MC4,bp_heart_conscious,health condition,self/cook,medium,health_veg_or_default,BF_STEAMED_FERMENTED_LIGHT|BF_OATS_MUESLI_FIT|BF_DIABETIC_LOW_GI|BF_STUFFED_FLATBREAD|BF_UPMA_DALIA_SEVAI|BF_PLAIN_FLATBREAD_SUBZI|BF_POHA_CHIVDA_LIGHT,LD_GOURD_PUMPKIN_LIGHT|LD_MODERN_SALAD_BOWL|LD_HIMALAYAN_THUKPA_MOMO|LD_DAL_ROTI_SABZI|LD_LIGHT_KHICHDI,SN_FRUIT_CHAAT|SN_ROASTED_CHANA_NUTS|SN_TEA_BISCUIT_RUSK|SN_MOMO_NOODLES_SNACK|SN_STREET_CHAAT|SN_FRIED_PAKORA_SAMOSA,DN_LIGHT_DAL_RICE|DN_LOW_CARB_DINNER|DN_KHICHDI_SOUP|LD_HIMALAYAN_THUKPA_MOMO|LD_DAL_ROTI_SABZI|DN_LIGHT_ROTI_SABZI,BF_STEAMED_FERMENTED_LIGHT|BF_OATS_MUESLI_FIT|BF_DIABETIC_LOW_GI|BF_STUFFED_FLATBREAD|BF_UPMA_DALIA_SEVAI|BF_PLAIN_FLATBREAD_SUBZI|BF_POHA_CHIVDA_LIGHT,LD_GOURD_PUMPKIN_LIGHT|LD_MODERN_SALAD_BOWL|LD_HIMALAYAN_THUKPA_MOMO|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_DAL_ROTI_SABZI,SN_FRUIT_CHAAT|SN_ROASTED_CHANA_NUTS|SN_TEA_BISCUIT_RUSK|SN_MOMO_NOODLES_SNACK|SN_STREET_CHAAT|SN_FRIED_PAKORA_SAMOSA,DN_LIGHT_DAL_RICE|DN_LOW_CARB_DINNER|LD_HIMALAYAN_THUKPA_MOMO|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|DN_KHICHDI_SOUP|DN_LIGHT_ROTI_SABZI
