meal_class_code,dish_name,diet_type,slot_group
LD_NORTHEAST_SMOKED_PORK_MEAT,Naga pork curry,nonveg,Lunch/Dinner
LD_NORTHEAST_SMOKED_PORK_MEAT,Mizo bai with meat,nonveg,Lunch/Dinner
LD_COMMUNITY_RED_MEAT,Beef curry community-specific,nonveg,Lunch/Dinner
LD_COMMUNITY_RED_MEAT,Pork curry community-specific,nonveg,Lunch/Dinner
LD_COMMUNITY_RED_MEAT,Buff fry community-specific,nonveg,Lunch/Dinner
LD_COMMUNITY_RED_MEAT,Pork vindaloo community-specific,nonveg,Lunch/Dinner
LD_COMMUNITY_RED_MEAT,Beef roast community-specific,nonveg,Lunch/Dinner
LD_COMMUNITY_RED_MEAT,Buff sukka community-specific,nonveg,Lunch/Dinner
LD_COMMUNITY_RED_MEAT,Meat stew community-specific,nonveg,Lunch/Dinner
LD_COMMUNITY_RED_MEAT,Dry meat chutney,nonveg,Lunch/Dinner
LD_TANDOORI_GRILL_NONVEG,Tandoori chicken,nonveg,Lunch/Dinner
LD_TANDOORI_GRILL_NONVEG,Chicken tikka roti,nonveg,Lunch/Dinner
LD_TANDOORI_GRILL_NONVEG,Fish tikka,nonveg,Lunch/Dinner
LD_TANDOORI_GRILL_NONVEG,Grilled chicken salad,nonveg,Lunch/Dinner
LD_TANDOORI_GRILL_NONVEG,Tangdi kabab,nonveg,Lunch/Dinner
LD_TANDOORI_GRILL_NONVEG,Afghani chicken,nonveg,Lunch/Dinner
LD_TANDOORI_GRILL_NONVEG,Tandoori fish,nonveg,Lunch/Dinner
LD_TANDOORI_GRILL_NONVEG,Seekh kabab meal,nonveg,Lunch/Dinner
LD_HOME_STYLE_KEEMA,Mutton keema roti,nonveg,Lunch/Dinner
LD_HOME_STYLE_KEEMA,Chicken keema rice,nonveg,Lunch/Dinner
LD_HOME_STYLE_KEEMA,Egg keema,nonveg,Lunch/Dinner
LD_HOME_STYLE_KEEMA,Keema pav,nonveg,Lunch/Dinner
LD_HOME_STYLE_KEEMA,Keema matar,nonveg,Lunch/Dinner
LD_HOME_STYLE_KEEMA,Soya keema veg,nonveg,Lunch/Dinner
LD_HOME_STYLE_KEEMA,Keema paratha meal,nonveg,Lunch/Dinner
LD_HOME_STYLE_KEEMA,Keema pulao,nonveg,Lunch/Dinner
LD_NONVEG_LIGHT_SOUP_STEW,Chicken soup,nonveg,Lunch/Dinner
LD_NONVEG_LIGHT_SOUP_STEW,Fish stew,nonveg,Lunch/Dinner
LD_NONVEG_LIGHT_SOUP_STEW,Chicken clear soup,nonveg,Lunch/Dinner
LD_NONVEG_LIGHT_SOUP_STEW,Chicken dalia,nonveg,Lunch/Dinner
LD_NONVEG_LIGHT_SOUP_STEW,Light fish curry rice,nonveg,Lunch/Dinner
LD_NONVEG_LIGHT_SOUP_STEW,Chicken vegetable stew,nonveg,Lunch/Dinner
LD_NONVEG_LIGHT_SOUP_STEW,Bone broth community-specific,nonveg,Lunch/Dinner
LD_NONVEG_LIGHT_SOUP_STEW,Pepper chicken soup,nonveg,Lunch/Dinner
LD_MUSLIM_BIRYANI_KORMA,Mutton biryani,nonveg,Lunch/Dinner
LD_MUSLIM_BIRYANI_KORMA,Chicken biryani,nonveg,Lunch/Dinner
LD_MUSLIM_BIRYANI_KORMA,Mutton korma,nonveg,Lunch/Dinner
LD_MUSLIM_BIRYANI_KORMA,Nihari,nonveg,Lunch/Dinner
LD_MUSLIM_BIRYANI_KORMA,Haleem,nonveg,Lunch/Dinner
LD_MUSLIM_BIRYANI_KORMA,Kebabs with roti,nonveg,Lunch/Dinner
LD_MUSLIM_BIRYANI_KORMA,Yakhni pulao,nonveg,Lunch/Dinner
LD_MUSLIM_BIRYANI_KORMA,Keema roti,nonveg,Lunch/Dinner
LD_SUNDAY_OUTSIDE_NONVEG,Chicken biryani order,nonveg,Lunch/Dinner
LD_SUNDAY_OUTSIDE_NONVEG,Tandoori chicken order,nonveg,Lunch/Dinner
LD_SUNDAY_OUTSIDE_NONVEG,Mutton curry order,nonveg,Lunch/Dinner
LD_SUNDAY_OUTSIDE_NONVEG,Fish thali outside,nonveg,Lunch/Dinner
LD_SUNDAY_OUTSIDE_NONVEG,Kebab roll,nonveg,Lunch/Dinner
LD_SUNDAY_OUTSIDE_NONVEG,Chicken fried rice,nonveg,Lunch/Dinner
LD_SUNDAY_OUTSIDE_NONVEG,Seafood thali,nonveg,Lunch/Dinner
LD_SUNDAY_OUTSIDE_NONVEG,Butter chicken naan,nonveg,Lunch/Dinner
SN_TEA_BISCUIT_RUSK,Chai biscuit,veg,Snack
SN_TEA_BISCUIT_RUSK,Rusk chai,veg,Snack
SN_TEA_BISCUIT_RUSK,Marie biscuit,veg,Snack
SN_TEA_BISCUIT_RUSK,Khari biscuit,veg,Snack
SN_TEA_BISCUIT_RUSK,Toast chai,veg,Snack
SN_TEA_BISCUIT_RUSK,Mathri chai,veg,Snack
SN_TEA_BISCUIT_RUSK,Cream cracker,veg,Snack
SN_TEA_BISCUIT_RUSK,Bread butter chai,veg,Snack
SN_NAMKEEN_CHIVDA,Poha chivda,veg,Snack
SN_NAMKEEN_CHIVDA,Bhujia,veg,Snack
SN_NAMKEEN_CHIVDA,Sev murmura,veg,Snack
SN_NAMKEEN_CHIVDA,Mixture,veg,Snack
SN_NAMKEEN_CHIVDA,Farsan,veg,Snack
SN_NAMKEEN_CHIVDA,Roasted makhana namkeen,veg,Snack
SN_NAMKEEN_CHIVDA,Peanut chivda,veg,Snack
SN_NAMKEEN_CHIVDA,Khakhra bites,veg,Snack
SN_STREET_CHAAT,Bhel puri,veg,Snack
SN_STREET_CHAAT,Pani puri,veg,Snack
SN_STREET_CHAAT,Sev puri,veg,Snack
SN_STREET_CHAAT,Aloo tikki chaat,veg,Snack
SN_STREET_CHAAT,Dahi puri,veg,Snack
SN_STREET_CHAAT,Papdi chaat,veg,Snack
SN_STREET_CHAAT,Dahi vada,veg,Snack
SN_STREET_CHAAT,Ragda pattice,veg,Snack
SN_FRIED_PAKORA_SAMOSA,Samosa,veg,Snack
SN_FRIED_PAKORA_SAMOSA,Aloo pakora,veg,Snack
SN_FRIED_PAKORA_SAMOSA,Onion pakora,veg,Snack
SN_FRIED_PAKORA_SAMOSA,Mirchi bhajji,veg,Snack
SN_FRIED_PAKORA_SAMOSA,Bread pakora,veg,Snack
SN_FRIED_PAKORA_SAMOSA,Kachori snack,veg,Snack
SN_FRIED_PAKORA_SAMOSA,Vada pav,veg,Snack
SN_FRIED_PAKORA_SAMOSA,Banana chips,veg,Snack
SN_STEAMED_SNACK,Dhokla,veg,Snack
SN_STEAMED_SNACK,Idli podi,veg,Snack
SN_STEAMED_SNACK,Veg momos,veg,Snack
SN_STEAMED_SNACK,Kozhukattai,veg,Snack
SN_STEAMED_SNACK,Patra steamed,veg,Snack
SN_STEAMED_SNACK,Khandvi,veg,Snack
SN_STEAMED_SNACK,Pitha,veg,Snack
SN_STEAMED_SNACK,Muthia,veg,Snack
SN_FRUIT_CHAAT,Fruit chaat,veg,Snack
SN_FRUIT_CHAAT,Papaya bowl,veg,Snack
SN_FRUIT_CHAAT,Banana peanut,veg,Snack
SN_FRUIT_CHAAT,Apple slices,veg,Snack
SN_FRUIT_CHAAT,Guava chaat,veg,Snack
SN_FRUIT_CHAAT,Orange bowl,veg,Snack
SN_FRUIT_CHAAT,Pomegranate curd,veg,Snack
SN_FRUIT_CHAAT,Seasonal fruit plate,veg,Snack
SN_ROASTED_CHANA_NUTS,Roasted chana,veg,Snack
SN_ROASTED_CHANA_NUTS,Peanuts,veg,Snack
SN_ROASTED_CHANA_NUTS,Makhana roasted,veg,Snack
SN_ROASTED_CHANA_NUTS,Chana jor,veg,Snack
SN_ROASTED_CHANA_NUTS,Dry fruit mix,veg,Snack
SN_ROASTED_CHANA_NUTS,Roasted soy nuts,veg,Snack
SN_ROASTED_CHANA_NUTS,Masala peanuts,veg,Snack
SN_ROASTED_CHANA_NUTS,Sprout bhel,veg,Snack
SN_CURD_CHAAS_LASSI,Chaas,veg,Snack
SN_CURD_CHAAS_LASSI,Lassi,veg,Snack
SN_CURD_CHAAS_LASSI,Sweet lassi,veg,Snack
SN_CURD_CHAAS_LASSI,Masala buttermilk,veg,Snack
SN_CURD_CHAAS_LASSI,Curd bowl,veg,Snack
SN_CURD_CHAAS_LASSI,Dahi chana,veg,Snack
SN_CURD_CHAAS_LASSI,Mattha,veg,Snack
SN_CURD_CHAAS_LASSI,Solkadhi,veg,Snack
SN_KIDS_TIFFIN_SNACK,Mini sandwich,veg,Snack
SN_KIDS_TIFFIN_SNACK,Paneer roll,veg,Snack
SN_KIDS_TIFFIN_SNACK,Cheese toast,veg,Snack
SN_KIDS_TIFFIN_SNACK,Dosa roll,veg,Snack
SN_KIDS_TIFFIN_SNACK,Idli bites,veg,Snack
SN_KIDS_TIFFIN_SNACK,Fruit curd,veg,Snack
SN_KIDS_TIFFIN_SNACK,Poha cutlet,veg,Snack
SN_KIDS_TIFFIN_SNACK,Corn chaat,veg,Snack
SN_EGG_SNACK,Boiled egg,egg,Snack
SN_EGG_SNACK,Egg toast,egg,Snack
SN_EGG_SNACK,Egg roll mini,egg,Snack
SN_EGG_SNACK,Masala omelette snack,egg,Snack
SN_EGG_SNACK,Egg chaat,egg,Snack
SN_EGG_SNACK,Deviled egg Indian,egg,Snack
SN_EGG_SNACK,Egg bhurji pav,egg,Snack
SN_EGG_SNACK,Egg sandwich,egg,Snack
SN_NONVEG_SNACK,Chicken tikka,nonveg,Snack
SN_NONVEG_SNACK,Fish fry snack,nonveg,Snack
SN_NONVEG_SNACK,Chicken pakora,nonveg,Snack
SN_NONVEG_SNACK,Chicken roll,nonveg,Snack
SN_NONVEG_SNACK,Mutton cutlet,nonveg,Snack
SN_NONVEG_SNACK,Prawn fry,nonveg,Snack
SN_NONVEG_SNACK,Kebab snack,nonveg,Snack
SN_NONVEG_SNACK,Chicken momos,nonveg,Snack
SN_HEALTHY_PROTEIN_SNACK,Paneer cubes,mixed,Snack
SN_HEALTHY_PROTEIN_SNACK,Greek curd bowl,mixed,Snack
SN_HEALTHY_PROTEIN_SNACK,Sprouts chaat,mixed,Snack
SN_HEALTHY_PROTEIN_SNACK,Egg whites if eaten,mixed,Snack
SN_HEALTHY_PROTEIN_SNACK,Chana salad,mixed,Snack
SN_HEALTHY_PROTEIN_SNACK,Tofu cubes,mixed,Snack
SN_HEALTHY_PROTEIN_SNACK,Chicken salad mini,mixed,Snack
SN_HEALTHY_PROTEIN_SNACK,Roasted soy nuts,mixed,Snack
SN_SWEET_REGIONAL,Gulab jamun,veg,Snack
SN_SWEET_REGIONAL,Rasgulla,veg,Snack
SN_SWEET_REGIONAL,Payasam,veg,Snack
SN_SWEET_REGIONAL,Sheera,veg,Snack
SN_SWEET_REGIONAL,Shrikhand,veg,Snack
SN_SWEET_REGIONAL,Puran poli piece,veg,Snack
SN_SWEET_REGIONAL,Mysore pak,veg,Snack
SN_SWEET_REGIONAL,Modak,veg,Snack
SN_FASTING_SNACK,Makhana,veg,Snack
SN_FASTING_SNACK,Sabudana vada,veg,Snack
SN_FASTING_SNACK,Fruit curd,veg,Snack
SN_FASTING_SNACK,Peanut laddoo,veg,Snack
SN_FASTING_SNACK,Rajgira chikki,veg,Snack
SN_FASTING_SNACK,Sweet potato chaat,veg,Snack
SN_FASTING_SNACK,Banana chips vrat,veg,Snack
SN_FASTING_SNACK,Samak tikki,veg,Snack
SN_MOMO_NOODLES_SNACK,Veg momos,mixed,Snack
SN_MOMO_NOODLES_SNACK,Chicken momos,mixed,Snack
SN_MOMO_NOODLES_SNACK,Hakka noodles snack,mixed,Snack
SN_MOMO_NOODLES_SNACK,Maggi,mixed,Snack
SN_MOMO_NOODLES_SNACK,Schezwan noodles,mixed,Snack
SN_MOMO_NOODLES_SNACK,Thukpa cup,mixed,Snack
SN_MOMO_NOODLES_SNACK,Momos soup,mixed,Snack
SN_MOMO_NOODLES_SNACK,Chowmein,mixed,Snack
SN_LEFTOVER_ROLL,Roti roll,veg,Snack
SN_LEFTOVER_ROLL,Sabzi sandwich,veg,Snack
SN_LEFTOVER_ROLL,Dal cheela leftover,veg,Snack
SN_LEFTOVER_ROLL,Paratha wrap,veg,Snack
SN_LEFTOVER_ROLL,Rice cutlet,veg,Snack
SN_LEFTOVER_ROLL,Chapati chips,veg,Snack
SN_LEFTOVER_ROLL,Bhaji pav from sabzi,veg,Snack
SN_LEFTOVER_ROLL,Curd rice cup,veg,Snack
SN_SOUTH_TIFFIN_SNACK,Medu vada,veg,Snack
SN_SOUTH_TIFFIN_SNACK,Mini idli,veg,Snack
SN_SOUTH_TIFFIN_SNACK,Upma snack,veg,Snack
SN_SOUTH_TIFFIN_SNACK,Bonda,veg,Snack
SN_SOUTH_TIFFIN_SNACK,Sundal,veg,Snack
SN_SOUTH_TIFFIN_SNACK,Paniyaram,veg,Snack
SN_SOUTH_TIFFIN_SNACK,Adai mini,veg,Snack
SN_SOUTH_TIFFIN_SNACK,Murukku,veg,Snack
SN_BAKERY_CAFE,Veg puff,mixed,Snack
SN_BAKERY_CAFE,Chicken puff,mixed,Snack
SN_BAKERY_CAFE,Muffin,mixed,Snack
SN_BAKERY_CAFE,Croissant,mixed,Snack
SN_BAKERY_CAFE,Garlic bread,mixed,Snack
SN_BAKERY_CAFE,Cafe sandwich,mixed,Snack
SN_BAKERY_CAFE,Bun maska,mixed,Snack
SN_BAKERY_CAFE,Tea cake,mixed,Snack
SN_NORTHEAST_SNACK,Momos,mixed,Snack
SN_NORTHEAST_SNACK,Chowmein,mixed,Snack
SN_NORTHEAST_SNACK,Rice cake,mixed,Snack
SN_NORTHEAST_SNACK,Pitha,mixed,Snack
SN_NORTHEAST_SNACK,Smoked meat snack,mixed,Snack
SN_NORTHEAST_SNACK,Black rice pudding,mixed,Snack
SN_NORTHEAST_SNACK,Bamboo shoot pickle rice,mixed,Snack
SN_NORTHEAST_SNACK,Singju,mixed,Snack
SN_MILLET_HEALTH_SNACK,Ragi malt,veg,Snack
SN_MILLET_HEALTH_SNACK,Jowar puffs,veg,Snack
SN_MILLET_HEALTH_SNACK,Bajra khakhra,veg,Snack
SN_MILLET_HEALTH_SNACK,Millet laddoo,veg,Snack
SN_MILLET_HEALTH_SNACK,Ragi dosa mini,veg,Snack
SN_MILLET_HEALTH_SNACK,Ragi crackers,veg,Snack
SN_MILLET_HEALTH_SNACK,Millet upma cup,veg,Snack
SN_MILLET_HEALTH_SNACK,Rajgira chikki,veg,Snack
SN_OFFICE_PANTRY,Tea biscuit,veg,Snack
SN_OFFICE_PANTRY,Banana,veg,Snack
SN_OFFICE_PANTRY,Roasted chana,veg,Snack
SN_OFFICE_PANTRY,Peanuts,veg,Snack
SN_OFFICE_PANTRY,Makhana,veg,Snack
SN_OFFICE_PANTRY,Fruit bowl,veg,Snack
SN_OFFICE_PANTRY,Khakhra,veg,Snack
SN_OFFICE_PANTRY,Protein curd cup,veg,Snack
SN_LATE_NIGHT_LIGHT,Milk,veg,Snack
SN_LATE_NIGHT_LIGHT,Banana,veg,Snack
SN_LATE_NIGHT_LIGHT,Makhana,veg,Snack
SN_LATE_NIGHT_LIGHT,Curd,veg,Snack
SN_LATE_NIGHT_LIGHT,Toast,veg,Snack
SN_LATE_NIGHT_LIGHT,Fruit bowl,veg,Snack
SN_LATE_NIGHT_LIGHT,Herbal tea nuts,veg,Snack
SN_LATE_NIGHT_LIGHT,Small poha,veg,Snack
DN_LIGHT_ROTI_SABZI,Roti bhindi,veg,Dinner
DN_LIGHT_ROTI_SABZI,Roti lauki,veg,Dinner
DN_LIGHT_ROTI_SABZI,Roti beans,veg,Dinner
DN_LIGHT_ROTI_SABZI,Roti cabbage,veg,Dinner
DN_LIGHT_ROTI_SABZI,Roti palak,veg,Dinner
DN_LIGHT_ROTI_SABZI,Roti tinda,veg,Dinner
DN_LIGHT_ROTI_SABZI,Roti turai,veg,Dinner
DN_LIGHT_ROTI_SABZI,Roti mixed veg,veg,Dinner
DN_LIGHT_DAL_RICE,Moong dal rice,veg,Dinner
DN_LIGHT_DAL_RICE,Varan bhaat,veg,Dinner
DN_LIGHT_DAL_RICE,Masoor dal rice,veg,Dinner
DN_LIGHT_DAL_RICE,Dal soup rice,veg,Dinner
DN_LIGHT_DAL_RICE,Dal palak rice,veg,Dinner
DN_LIGHT_DAL_RICE,Dal khichdi,veg,Dinner
DN_LIGHT_DAL_RICE,Dal chawal curd,veg,Dinner
DN_LIGHT_DAL_RICE,Thin dal rice,veg,Dinner
DN_KHICHDI_SOUP,Moong khichdi,veg,Dinner
DN_KHICHDI_SOUP,Dalia soup,veg,Dinner
DN_KHICHDI_SOUP,Vegetable soup,veg,Dinner
DN_KHICHDI_SOUP,Palak soup dal,veg,Dinner
DN_KHICHDI_SOUP,Rasam rice,veg,Dinner
DN_KHICHDI_SOUP,Curd khichdi,veg,Dinner
DN_KHICHDI_SOUP,Millet khichdi,veg,Dinner
DN_KHICHDI_SOUP,Lauki soup,veg,Dinner
DN_CURD_RICE_LIGHT,Curd rice,veg,Dinner
DN_CURD_RICE_LIGHT,Mosaranna,veg,Dinner
DN_CURD_RICE_LIGHT,Dahi rice,veg,Dinner
DN_CURD_RICE_LIGHT,Tempered curd rice,veg,Dinner
DN_CURD_RICE_LIGHT,Curd rice pickle,veg,Dinner
DN_CURD_RICE_LIGHT,Pomegranate curd rice,veg,Dinner
DN_CURD_RICE_LIGHT,Millet curd rice,veg,Dinner
DN_CURD_RICE_LIGHT,Bagala bath,veg,Dinner
DN_GRILLED_TIKKA_BOWL,Paneer tikka bowl,mixed,Dinner
DN_GRILLED_TIKKA_BOWL,Chicken tikka bowl,mixed,Dinner
DN_GRILLED_TIKKA_BOWL,Fish tikka salad,mixed,Dinner
DN_GRILLED_TIKKA_BOWL,Tofu tikka bowl,mixed,Dinner
DN_GRILLED_TIKKA_BOWL,Soya tikka bowl,mixed,Dinner
DN_GRILLED_TIKKA_BOWL,Egg salad bowl,mixed,Dinner
DN_GRILLED_TIKKA_BOWL,Tandoori chicken salad,mixed,Dinner
DN_GRILLED_TIKKA_BOWL,Paneer millet bowl,mixed,Dinner
DN_LEFTOVER_THALI,Leftover dal roti,veg,Dinner
DN_LEFTOVER_THALI,Sabzi roll dinner,veg,Dinner
DN_LEFTOVER_THALI,Rice curd dinner,veg,Dinner
DN_LEFTOVER_THALI,Dal paratha,veg,Dinner
DN_LEFTOVER_THALI,Leftover pulao raita,veg,Dinner
DN_LEFTOVER_THALI,Roti upma dinner,veg,Dinner
DN_LEFTOVER_THALI,Khichdi from dal rice,veg,Dinner
DN_LEFTOVER_THALI,Bhaji pav from sabzi,veg,Dinner
DN_FAMILY_COMFORT_MEAL,Dal roti sabzi,mixed,Dinner
DN_FAMILY_COMFORT_MEAL,Rajma rice,mixed,Dinner
DN_FAMILY_COMFORT_MEAL,Sambar rice,mixed,Dinner
DN_FAMILY_COMFORT_MEAL,Fish curry rice,mixed,Dinner
DN_FAMILY_COMFORT_MEAL,Chicken curry roti,mixed,Dinner
DN_FAMILY_COMFORT_MEAL,Paneer roti,mixed,Dinner
DN_FAMILY_COMFORT_MEAL,Khichdi kadhi,mixed,Dinner
DN_FAMILY_COMFORT_MEAL,Pulao raita,mixed,Dinner
DN_WEEKEND_INDULGENCE,Biryani dinner,mixed,Dinner
DN_WEEKEND_INDULGENCE,Paneer butter masala naan,mixed,Dinner
DN_WEEKEND_INDULGENCE,Butter chicken naan,mixed,Dinner
DN_WEEKEND_INDULGENCE,Pav bhaji,mixed,Dinner
DN_WEEKEND_INDULGENCE,Pizza night,mixed,Dinner
DN_WEEKEND_INDULGENCE,Chole bhature dinner,mixed,Dinner
DN_WEEKEND_INDULGENCE,Mutton curry dinner,mixed,Dinner
DN_WEEKEND_INDULGENCE,Fish thali,mixed,Dinner
DN_EARLY_ELDERLY_DINNER,Soft khichdi,veg,Dinner
DN_EARLY_ELDERLY_DINNER,Thin dal rice,veg,Dinner
DN_EARLY_ELDERLY_DINNER,Dalia,veg,Dinner
DN_EARLY_ELDERLY_DINNER,Idli sambar soft,veg,Dinner
DN_EARLY_ELDERLY_DINNER,Lauki soup,veg,Dinner
DN_EARLY_ELDERLY_DINNER,Curd rice,veg,Dinner
DN_EARLY_ELDERLY_DINNER,Moong dal chilla soft,veg,Dinner
DN_EARLY_ELDERLY_DINNER,Vegetable stew,veg,Dinner
DN_CHILD_FRIENDLY_DINNER,Mild pulao,veg,Dinner
DN_CHILD_FRIENDLY_DINNER,Mini paratha curd,veg,Dinner
DN_CHILD_FRIENDLY_DINNER,Dal rice ghee,veg,Dinner
DN_CHILD_FRIENDLY_DINNER,Paneer roll,veg,Dinner
DN_CHILD_FRIENDLY_DINNER,Soft dosa,veg,Dinner
DN_CHILD_FRIENDLY_DINNER,Khichdi,veg,Dinner
DN_CHILD_FRIENDLY_DINNER,Mild pasta,veg,Dinner
DN_CHILD_FRIENDLY_DINNER,Curd rice,veg,Dinner
DN_LOW_CARB_DINNER,Paneer salad,mixed,Dinner
DN_LOW_CARB_DINNER,Chicken soup salad,mixed,Dinner
DN_LOW_CARB_DINNER,Tofu stir fry,mixed,Dinner
DN_LOW_CARB_DINNER,Egg bhurji salad,mixed,Dinner
DN_LOW_CARB_DINNER,Fish stew vegetables,mixed,Dinner
DN_LOW_CARB_DINNER,Soya salad,mixed,Dinner
DN_LOW_CARB_DINNER,Dal soup paneer,mixed,Dinner
DN_LOW_CARB_DINNER,Sprouts paneer bowl,mixed,Dinner
DN_NONVEG_HOME_DINNER,Chicken curry roti,nonveg,Dinner
DN_NONVEG_HOME_DINNER,Fish curry rice,nonveg,Dinner
DN_NONVEG_HOME_DINNER,Egg curry rice,nonveg,Dinner
DN_NONVEG_HOME_DINNER,Chicken stew,nonveg,Dinner
DN_NONVEG_HOME_DINNER,Fish fry rice,nonveg,Dinner
DN_NONVEG_HOME_DINNER,Mutton curry dinner,nonveg,Dinner
DN_NONVEG_HOME_DINNER,Prawn curry rice,nonveg,Dinner
DN_NONVEG_HOME_DINNER,Keema roti,nonveg,Dinner
DN_ONE_POT_DINNER,Veg khichdi,mixed,Dinner
DN_ONE_POT_DINNER,Chicken pulao cooker,mixed,Dinner
DN_ONE_POT_DINNER,Egg rice,mixed,Dinner
DN_ONE_POT_DINNER,Sambar rice one-pot,mixed,Dinner
DN_ONE_POT_DINNER,Pulao raita,mixed,Dinner
DN_ONE_POT_DINNER,Dal dhokli,mixed,Dinner
DN_ONE_POT_DINNER,Tehri,mixed,Dinner
DN_ONE_POT_DINNER,Millet khichdi,mixed,Dinner
DN_FASTING_DINNER,Samak khichdi,veg,Dinner
DN_FASTING_DINNER,Kuttu roti aloo,veg,Dinner
DN_FASTING_DINNER,Sabudana khichdi,veg,Dinner
DN_FASTING_DINNER,Fruit curd,veg,Dinner
DN_FASTING_DINNER,Makhana curry,veg,Dinner
DN_FASTING_DINNER,Rajgira paratha,veg,Dinner
DN_FASTING_DINNER,Vrat kadhi,veg,Dinner
DN_FASTING_DINNER,Sweet potato chaat,veg,Dinner
DN_MILLET_LIGHT_DINNER,Ragi mudde sambar,veg,Dinner
DN_MILLET_LIGHT_DINNER,Bajra khichdi,veg,Dinner
DN_MILLET_LIGHT_DINNER,Jowar roti sabzi,veg,Dinner
DN_MILLET_LIGHT_DINNER,Millet upma,veg,Dinner
DN_MILLET_LIGHT_DINNER,Ragi kanji,veg,Dinner
DN_MILLET_LIGHT_DINNER,Bajra roti kadhi,veg,Dinner
DN_MILLET_LIGHT_DINNER,Kodo khichdi,veg,Dinner
DN_MILLET_LIGHT_DINNER,Ragi dosa dinner,veg,Dinner
